timestamp,model_name,model_type,sae_location,layer,width,type,dataset_name,dataset_config_name,dataset_split,top_n,binarize_value,last_token,linear_macro_f1_score,linear_accuracy,linear_mean_cv_accuracy,linear_std_cv_accuracy,decision_tree_macro_f1_score,decision_tree_accuracy,decision_tree_mean_cv_accuracy,decision_tree_std_cv_accuracy
2024-12-21T06:16:31.617006,google/gemma-2-2b,llm,res,12,16k,Hidden States,AIM-Harvard/multilingual_toxicity_dataset,,de,20,1,False,0.8719918074756785,0.872,0.8734999999999999,0.010588909292273687,0.6856752541799147,0.688,0.692,0.01023474474522937
2024-12-21T06:16:31.619883,google/gemma-2-2b,llm,res,12,16k,SAE Features,AIM-Harvard/multilingual_toxicity_dataset,,de,20,1,False,0.908999908999909,0.909,0.8959999999999999,0.005086747487343958,0.841999367997472,0.842,0.82875,0.008803408430829506
2024-12-21T06:07:50.470338,google/gemma-2-2b,llm,res,12,16k,Hidden States,AIM-Harvard/multilingual_toxicity_dataset,,de,20,0,False,0.8699979199667195,0.87,0.8765000000000001,0.011710038428630377,0.6856752541799147,0.688,0.692,0.01023474474522937
2024-12-21T06:07:50.473655,google/gemma-2-2b,llm,res,12,16k,SAE Features,AIM-Harvard/multilingual_toxicity_dataset,,de,20,0,False,0.944999944999945,0.945,0.9235,0.004568916720624297,0.9019984319749116,0.902,0.86625,0.016469669092000587
2024-12-21T07:51:23.218708,google/gemma-2-2b,llm,res,12,16k,Hidden States,AIM-Harvard/multilingual_toxicity_dataset,,ru,20,1,False,0.8949822520005881,0.895,0.90425,0.0078501592340538,0.7386798828564992,0.739,0.7297499999999999,0.028133609793270408
2024-12-21T07:51:23.221789,google/gemma-2-2b,llm,res,12,16k,SAE Features,AIM-Harvard/multilingual_toxicity_dataset,,ru,20,1,False,0.918964263240089,0.919,0.9215,0.006955213871621785,0.89089515023938,0.891,0.9082500000000001,0.006451743950281945
2024-12-21T08:47:48.410652,google/gemma-2-2b,llm,res,12,16k,Hidden States,AIM-Harvard/multilingual_toxicity_dataset,,zh,0,0,False,0.667998671994688,0.668,0.6799999999999999,0.016298006013006648,0.5803617301916215,0.581,0.564,0.010994316713647992
2024-12-21T08:47:48.413436,google/gemma-2-2b,llm,res,12,16k,SAE Features,AIM-Harvard/multilingual_toxicity_dataset,,zh,0,0,False,0.7489435122902652,0.749,0.7245,0.0117686022959398,0.6445440524387893,0.646,0.6587500000000001,0.0074999999999999884
2024-12-21T10:26:58.548038,google/gemma-2-2b,llm,res,12,16k,Hidden States,AIM-Harvard/multilingual_toxicity_dataset,,en,20,0,False,0.9389950585997466,0.939,0.9512499999999999,0.003791437722025775,0.7899966399462391,0.79,0.78825,0.015362291495737207
2024-12-21T10:26:58.551407,google/gemma-2-2b,llm,res,12,16k,SAE Features,AIM-Harvard/multilingual_toxicity_dataset,,en,20,0,False,0.952996192691608,0.953,0.958,0.0059476886266851495,0.9499997999992,0.95,0.942,0.0035881750236018287
2024-12-21T08:55:23.196987,google/gemma-2-2b,llm,res,12,16k,Hidden States,AIM-Harvard/multilingual_toxicity_dataset,,zh,0,1,False,0.6678923971366723,0.668,0.6819999999999999,0.009604686356149254,0.5803617301916215,0.581,0.564,0.010994316713647992
2024-12-21T08:55:23.199674,google/gemma-2-2b,llm,res,12,16k,SAE Features,AIM-Harvard/multilingual_toxicity_dataset,,zh,0,1,False,0.7628005152333113,0.763,0.72325,0.017113591090124825,0.6589723767625177,0.659,0.6925,0.006471089552772353
2024-12-21T09:10:02.487632,google/gemma-2-2b,llm,res,12,16k,Hidden States,AIM-Harvard/multilingual_toxicity_dataset,,zh,20,1,False,0.6777821807541898,0.678,0.68575,0.009669539802906867,0.55333797058856,0.555,0.5765,0.015680401780566722
2024-12-21T09:10:02.490402,google/gemma-2-2b,llm,res,12,16k,SAE Features,AIM-Harvard/multilingual_toxicity_dataset,,zh,20,1,False,0.6809282088469906,0.681,0.69175,0.016818888191554145,0.6201228677864192,0.628,0.6545,0.013476831971943534
2024-12-21T10:17:27.334798,google/gemma-2-2b,llm,res,12,16k,Hidden States,AIM-Harvard/multilingual_toxicity_dataset,,en,0,1,False,0.9479925109215727,0.948,0.953,0.005947688626685173,0.8009663633154003,0.801,0.7889999999999999,0.017667059744054765
2024-12-21T10:17:27.337730,google/gemma-2-2b,llm,res,12,16k,SAE Features,AIM-Harvard/multilingual_toxicity_dataset,,en,0,1,False,0.97,0.97,0.966,0.0018371173070873988,0.9129957367911028,0.913,0.9065000000000001,0.010822430410956691
2024-12-21T04:45:54.966574,google/gemma-2-2b,llm,res,12,16k,Hidden States,AIM-Harvard/multilingual_toxicity_dataset,,es,50,0,False,0.831983198319832,0.832,0.8227499999999999,0.006910137480542657,0.6896889357535588,0.691,0.6975,0.017338540884399723
2024-12-21T04:45:54.969495,google/gemma-2-2b,llm,res,12,16k,SAE Features,AIM-Harvard/multilingual_toxicity_dataset,,es,50,0,False,0.8849032035942228,0.885,0.8869999999999999,0.012589678312014196,0.8509068167604753,0.851,0.841,0.007433034373659227
2024-12-21T05:57:21.652181,google/gemma-2-2b,llm,res,12,16k,Hidden States,AIM-Harvard/multilingual_toxicity_dataset,,de,0,1,False,0.8709430859008822,0.871,0.88025,0.009532837982468803,0.7409790193005634,0.741,0.69475,0.015317473682040396
2024-12-21T05:57:21.655222,google/gemma-2-2b,llm,res,12,16k,SAE Features,AIM-Harvard/multilingual_toxicity_dataset,,de,0,1,False,0.9379878456177411,0.938,0.9359999999999999,0.006093028803476952,0.8489926006374313,0.849,0.83825,0.016097360032005258
2024-12-21T06:35:55.522778,google/gemma-2-2b,llm,res,12,16k,Hidden States,AIM-Harvard/multilingual_toxicity_dataset,,de,50,1,False,0.8809798856006665,0.881,0.8710000000000001,0.0076403533949680755,0.7039242045963767,0.704,0.7035,0.014017845768876176
2024-12-21T06:35:55.525893,google/gemma-2-2b,llm,res,12,16k,SAE Features,AIM-Harvard/multilingual_toxicity_dataset,,de,50,1,False,0.9169560697609035,0.917,0.9092499999999999,0.008238628526642013,0.848854749414187,0.849,0.8372499999999998,0.009598176910226205
2024-12-21T04:08:12.135843,google/gemma-2-2b,llm,res,12,16k,Hidden States,AIM-Harvard/multilingual_toxicity_dataset,,es,0,0,False,0.8089982809845289,0.809,0.8272499999999999,0.010735455276791952,0.7047847881105326,0.705,0.6729999999999999,0.02434902462112186
2024-12-21T04:08:12.138765,google/gemma-2-2b,llm,res,12,16k,SAE Features,AIM-Harvard/multilingual_toxicity_dataset,,es,0,0,False,0.8889990009910089,0.889,0.90175,0.004373213921133962,0.841984198419842,0.842,0.8365,0.010559356040971427
2024-12-21T04:17:40.962160,google/gemma-2-2b,llm,res,12,16k,Hidden States,AIM-Harvard/multilingual_toxicity_dataset,,es,0,1,False,0.8179970879534073,0.818,0.8315000000000001,0.00933407735129725,0.7047847881105326,0.705,0.6729999999999999,0.02434902462112186
2024-12-21T04:17:40.965023,google/gemma-2-2b,llm,res,12,16k,SAE Features,AIM-Harvard/multilingual_toxicity_dataset,,es,0,1,False,0.8859105538742373,0.886,0.8979999999999999,0.011688669727560958,0.8248316632283624,0.825,0.81375,0.0055339859052946664
2024-12-21T05:46:04.250364,google/gemma-2-2b,llm,res,12,16k,Hidden States,AIM-Harvard/multilingual_toxicity_dataset,,de,0,0,False,0.8708417811819479,0.871,0.8785000000000001,0.01228311849653826,0.7409790193005634,0.741,0.69475,0.015317473682040396
2024-12-21T05:46:04.253929,google/gemma-2-2b,llm,res,12,16k,SAE Features,AIM-Harvard/multilingual_toxicity_dataset,,de,0,0,False,0.9379878456177411,0.938,0.9324999999999999,0.0034460121880225624,0.872984631140368,0.873,0.8637499999999999,0.0226522625801486
2024-12-22T15:00:35.675745,google/gemma-2-2b,llm,res,12,65k,Hidden States,AIM-Harvard/multilingual_toxicity_dataset,,zh,50,0,False,0.6818969346068127,0.682,0.67,0.006072478900745558,0.5389302579278381,0.541,0.56975,0.010043654713300322
2024-12-22T15:00:35.679552,google/gemma-2-2b,llm,res,12,65k,SAE Features,AIM-Harvard/multilingual_toxicity_dataset,,zh,50,0,False,0.7408629164828194,0.741,0.7432500000000001,0.015584447375508681,0.6417669466939125,0.645,0.6615,0.015337861650177944
2024-12-22T14:38:49.595824,google/gemma-2-2b,llm,res,12,65k,Hidden States,AIM-Harvard/multilingual_toxicity_dataset,,zh,20,0,False,0.6877552000768603,0.688,0.6837500000000001,0.008514693182963213,0.5699724782386073,0.57,0.56675,0.009307255234493121
2024-12-22T14:38:49.599102,google/gemma-2-2b,llm,res,12,65k,SAE Features,AIM-Harvard/multilingual_toxicity_dataset,,zh,20,0,False,0.7149518268587391,0.715,0.734,0.012927683473847911,0.675967596759676,0.676,0.673,0.011900630235411906
2024-12-22T12:32:52.119190,google/gemma-2-2b,llm,res,12,65k,Hidden States,AIM-Harvard/multilingual_toxicity_dataset,,ru,0,0,False,0.9109443402126329,0.911,0.9085000000000001,0.004834769901453438,0.7716702919015057,0.772,0.7525000000000001,0.0244821363446902
